,Id,AcceptedAnswerId,questions,qTitle,tags,answerId,score,answers,CreationDate,link,answered
41,48380196,,I situation I need draw MGLPolygon map MapBox I also want give UILabel like text polygon The label centroid polygon always visible I found code I find centroid given polygon But I add label polygon I done coding SWIFT swift developers please help Thanks advance Happy Coding,Add a label on MGLPolygon, ios  swift  mapbox  mglmapview ,48644924,2,func mapView mapView MGLMapView viewFor annotation MGLAnnotation gt MGLAnnotationView { let currentAnnotation annotation AreaAnnotation { let reuseIdentifier currentAnnotation areaTitle var annotationView mapView dequeueReusableAnnotationView withIdentifier reuseIdentifier annotationView nil { annotationView MGLAnnotationView reuseIdentifier reuseIdentifier annotationView frame CGRect x width 120 height annotationView backgroundColor UIColor clear let detailsLabel UILabel UILabel detailsLabel frame CGRect x width height detailsLabel textAlignment center detailsLabel text currentAnnotation areaTitle detailsLabel textColor UIColor red 175 255 green 255 255 blue 255 255 alpha detailsLabel textColor UIColor white detailsLabel font UIFont name HelveticaNeue CondensedBlack size let strokeTextAttributes [NSAttributedStringKey strokeColor UIColor black NSAttributedStringKey strokeWidth ] [NSAttributedStringKey Any] detailsLabel attributedText NSAttributedString string titleLabel text attributes strokeTextAttributes detailsLabel backgroundColor UIColor black withAlphaComponent detailsLabel clipsToBounds true detailsLabel layer cornerRadius detailsLabel layer borderWidth detailsLabel layer borderColor UIColor white cgColor annotationView addSubview detailsLabel } return annotationView } return nil } Thanks jmkiley I wanted clear issue fast possible I used tweak exact thing I wanted,1/22/2018 11:08,https://stackoverflow.com/questions/48380196,Nope
43,48384987,,After followed mapbox tutorial I managed display drone map My question How I add rotation parameter code display drone marker different angles I spent hours looking examples none corresponds I already wrote Thank Here script lt DOCTYPE html gt lt html gt lt head gt lt meta charset utf gt lt title gt lt title gt lt meta name viewport content initial scale maximum scale user scalable gt lt link href rel stylesheet gt lt script src lt link href rel stylesheet gt lt style gt body { margin padding } map { position absolute top bottom width 100 percentage } marker { background image url MQ Predator silhouette svg png background size cover width 61px height 35px border radius percentage cursor pointer } lt style gt lt head gt lt body gt lt div id map gt lt div gt lt script gt mapboxgl accessToken pk eyJ1IjoibWF0dGhpZXU2MyIsImEiOiJjamNob3I3cmgxam1kMzFzNzdja2ZvNmhuIn0 AyFos9o0afaaBU21CgrxXg var map new mapboxgl Map { container map style mapbox styles mapbox light v9 center [ ] zoom } code next step go var geojson { type FeatureCollection features [{ type Feature geometry { type Point coordinates [ ] } properties { title Mapbox } }] } add markers map geojson features forEach function marker { create HTML element feature var el document createElement div el className marker make marker feature add map new mapboxgl Marker el setLngLat marker geometry coordinates addTo map } lt script gt lt body gt lt html gt,Mapbox Custom Marker Rotation, html  rotation  mapbox  marker  angle ,53606880,2,Mapbox offers inbuilt icon rotation feature heading get bearing icon rotation handled internally find geographical bearing two pairs LatLng feed value get Bearing If using mapbox marker keen rotating use css transform property rotate dynamically calculate angle two pairs latLng use value rotate property var dLon destination[ ] origin[ ] var dLat destination[ ] origin[ ] var angle 180+ Math atan2 dLon dLat 180 Math PI var rotateString rotate + angle + deg var el document createElement div el className marker var truckMarker new mapboxgl Marker el el style transform el style transform + rotateString In last line important append rotate property transform property already updated translate called animation Works perfectly fine,1/22/2018 15:27,https://stackoverflow.com/questions/48384987,Nope
44,48394404,48496514.0,I places marker need give different colors markers anyone help I tried giving colors inside object well nothing worked I need random colors coordinate points given I also want loop component array called html bu using ngFor Component import mapboxgl mapbox gl mapboxgl accessToken pk eyJ1IjoicmFrc2hpdGhhMTkiLCJhIjoiY2pjcHl1YW5wMjR5czJ6bzdqdjZrbDRzeSJ9 OOqu6zVyNsXavzCsYoBdPA var map new mapboxgl Map { container maps style mapbox styles mapbox streets v9 center [ ] zoom } map load function { map addLayer { id points type circle paint { circle radius circle color green } source { type geojson data { type FeatureCollection features [ { type Feature properties {} geometry { type Point coordinates [ ] } } } ] } } } } HTML lt div id maps style height 440px min width 100 percentage gt lt div gt,How to give different colors to marker circle in mapbox gl js, mapbox-gl-js ,48496514,2,You give addLayer color paint options map load function { var lt coOrdinates length i++ { map addLayer { id points + type circle paint { circle radius circle color + Math random toString + 000000 substring } source { type geojson data { type FeatureCollection features [{ type Feature properties { field coOrdinates[i] } geometry { type Point coordinates [coOrdinates[i] lat coOrdinates[i] lang] } }] } } } } },1/23/2018 4:45,https://stackoverflow.com/questions/48394404,Yup
45,48401451,48600420.0,I currently implementing MapBox Xamarin Android application I looking examples MapBox Github one specific I translating C I facing problem In example use class called MapboxOptimizedTrips comes lib com mapbox services api optimizedtrips v1 MapboxOptimizedTrips In Xamarin I imported libraries Xamarin made MapBox MapBoxSDK Android MapBoxSDK AndroidServices MapBoxSDK JavaServices None includes Optimized Trips API related classes Has anyone faced issue Screenshot code,MapboxOptimizedTrips missing from package MapboxSDK.AndroidServices (Xamarin.Android), xamarin.android  mapbox  mapbox-android ,48600420,0,I thought read followed Mapbox Mapbox Navigation library kept changing adding new features There two DirectionsRoute class Mapbox libraries DirectionsRoute returned Mapbox Optimization packages fit NavigationRoute I think go way mentioned call API directly Or wait Mapbox evolve library Cheers,1/23/2018 12:12,https://stackoverflow.com/questions/48401451,Yup
46,48403876,48457608.0,I trying create choropleth map using mapbox gl In example choropleth maps looks like set feature paint fill colour based properties feature Is way set colour accessing map ie I tiles unique id feature property called id I also json maps id value would like access values set colour Is possible limited able access values feature properties,mapbox gl data driven styles (choropleth maps), mapbox-gl-js ,48457608,4,I entirely sure I understood question correctly But I think trying achieve done expressions const geojson { type FeatureCollection features [ { type Feature properties { id foo } geometry { } } ] } const values { foo green bar red baz blue } map addLayer { paint { fill color [ [ get get id property use key values [ get id ] values ] ] } } See get expression,1/23/2018 14:15,https://stackoverflow.com/questions/48403876,Yup
48,48410811,,I trying create popup first time I get right style What I wrong var canvas document getElementById canvas My html lt canvas id canvas style min width 600px margin 4px gt lt canvas gt My JavaScript code map click region capa function e { typeof myChart undefined { myChart destroy } e { nombre e features[ ] properties SST NOMBRE dollar ajax { type GET url Mapa GetEstadisticas + parseInt e features[ ] properties SST ID contentType application json dataType json success function response { response { grafica response new mapboxgl Popup { closeButton true closeOnClick true } setLngLat e lngLat setDOMContent canvas addTo map } } failure function response { alert response } } } } I know I wrong Example I got,First time when I open a popup (Mapbox), javascript  html  canvas  popup  mapbox ,48417796,0,I found answer I change responsive options false Chartjs config,1/23/2018 21:06,https://stackoverflow.com/questions/48410811,Nope
49,48411720,48452650.0,I using draw tools default sets control position top right Like It seems like possible change position control setting option I cannot figure I looking source documentation,How to set position of mapbox-gl-draw control?, mapbox-gl-js  mapbox-gl-draw ,48452650,2,set position addControl method var Draw new MapboxDraw map addControl Draw bottom left,1/23/2018 22:14,https://stackoverflow.com/questions/48411720,Yup
50,48414668,,written function give markers respect coordinates given typescript want put array loop used html ngFor anyone help sort issue TS mapboxgl accessToken pk eyJ1IjoicmFrc2hpdGhhMTkiLCJhIjoiY2pjcHl1YW5wMjR5czJ6bzdqdjZrbDRzeSJ9 OOqu6zVyNsXavzCsYoBdPA var map new mapboxgl Map { container maps style mapbox styles mapbox streets v9 center [ ] zoom } map load function { map addLayer { id points type circle paint { circle radius circle color rgba 148 179 } source { type geojson data { type FeatureCollection features [ { type Feature properties {} geometry { type Point coordinates [ ] } } { type Feature properties {} geometry { type Point coordinates [ ] } } { type Feature properties {} geometry { type Point coordinates [ ] } } ] } } } } HTML lt div id maps style height 440px gt lt div gt,How to loop the contents of mapbox in an array using angular2 to use inside *ngFor, javascript  angular  typescript  mapbox-gl-js ,48414731,0,You need nested ngFor lt ng container ngFor let cordinates source data features gt lt div ngFor let cordiante cordinates geometry coordinates [latitude] m[ ] [longitude] m[ ] gt lt div gt lt ng container gt assign source yourArray,1/24/2018 4:08,https://stackoverflow.com/questions/48414668,Nope
53,48419893,,I search add waypoints journey In example next waypoint add end journey I would like add points journey Have idea,mapbox-navigation-android add waypoints, android  navigation  mapbox  mapbox-android ,48425084,1,You add waypoints making new route request NavigationRoute In docs look section Requesting route find example NavigationRoute Builder builder NavigationRoute builder accessToken Mapbox getAccessToken origin origin destination destination Position waypoint waypoints { builder addWaypoint waypoint } builder build,1/24/2018 10:15,https://stackoverflow.com/questions/48419893,Nope
55,48421880,48488372.0,I building Xamarin Android application I troubles every time I add Xamarin GooglePlayServices NuGet packages First time csproj corrupted I start project include files new project I avoided libs I need This time I get error java lang illegalargumentexception already added lok I searched days able find answer Anyone knows resolve java lang illegalargumentexception already added error Xamarin Android EDIT I found I reproduce error create blank Xamarin Android project import package XBindings MapboxLocationLayer Droid package,"""java.lang.illegalargumentexception: already added lokhttp3/address"" when installing Xamarin.GooglePlayServices.*", xamarin  xamarin.android  google-play-services  mapbox-android ,48488372,0,I main author libraries founder NAXAM company behind lot binding libraries MAPBOX BRAINTREE STRIPE I supported resolve issue Regarding issue plz uninstall NAXAM Xbindings packages install direct reference packages It issue history sorry inconvenient Some interested Mapbox Navigation library well plz read readme carefully Android Support packages un published XAMARIN yet In mean time packages Android Arch Core Runtime Android Arch Lifetime Extensions published Xamarin yet Plz add nuget source either directly Visual Studio Nuget Packages Source via nuget config file Some packages versions ending beta VS understand dependencies plz add manually They beta time creation native libraries beta Cheers Tuyen Founder NAXAM,1/24/2018 11:53,https://stackoverflow.com/questions/48421880,Yup
56,48440075,48449305.0,Just starting Mapbox Signed account Created new Access Token copied Started new XCode project Closed project Opened Cocoapods app browsed project created podfile Entered pod Mapbox iOS SDK ~ gt Installed pod Reopened Project xcworkspace file Dragged UIView onto storyboard taking whole screen constraints reset class MGLMapView Added MGLMapboxAccessToken Info plist Access Token String value On ViewController I following code import UIKit import Mapbox class ViewController UIViewController { IBOutlet weak var viewMapBox MGLMapView override func viewDidLoad { super viewDidLoad Eiffel Tower testing viewMapBox setCenter CLLocationCoordinate2D latitude 858093 longitude 294694 zoomLevel animated true } } Then run app iPhone Plus simulator When app viewable centred Ghana Togo border Africa I following console 320396+0000 MapBox1[35433 8131719] [INFO] {}[Database] recovered frames WAL file Users user Library Developer CoreSimulator Devices 6885A008 D320 4905 9C6E 60BF0AD4FD10 data Containers Data Application E2D43F85 2D44 4ABC 9147 B3C85256BD96 Library Caches com domain MapBox1 Cache db wal Code 283 898002+0000 MapBox1[35433 8131726] Task lt > finished error code 999 910760+0000 MapBox1[35433 8131715] Task lt > HTTP load failed error code 999 [ ] So first actual steps getting Mapbox work I cannot even follow tutorials work Can anyone assist please Thanks,First iOS App with MapBox SDK - Location is wrong, ios  mapbox ,48449305,0,I able get work expected changing animated true animated false If would like animate transition either call set center coordinate later delegate method mapViewDidFinishLoadingMap use animation change map camera,1/25/2018 9:57,https://stackoverflow.com/questions/48440075,Yup
57,48443133,,I trying set bounds entire world using leaflet js leafletMap setMaxBounds [ [ ] [ ] ] What values I use set bounds entire world show multiple countries,What is the max bounds of the entire world? - Leaflet, javascript  leaflet  mapbox ,50744515,5,Assuming meant want show multiple worlds contries setting maxBounds min max lat long make scroll map bounce back leafletMap setMaxBounds [[ 180] [ 180]] also set noWrap true adding tileLayer gets rid repeat maps noWrap true,1/25/2018 12:40,https://stackoverflow.com/questions/48443133,Nope
60,48451869,,I trying add image django page via Mapbox API following syntax new mapboxgl Popup setLngLat features[ ] geometry coordinates setHTML lt img src images location icon png gt addTo map Unfortunately seem work I assume skirting around whole idea templates dynamically adding image I need use { percentage percentage } I entirely sure I tried well avail setHTML lt img src { percentage images location icon png percentage } gt Does anybody know proper syntax accomplishing,Dynamically add image to django page via javascript?, javascript  django  mapbox ,48455892,0,I think use AJAX You leave html element holds picture empty AJAX gets response contain image path use JavaScript render image place Read AJAX I actually sure I understood question correctly,1/25/2018 21:02,https://stackoverflow.com/questions/48451869,Nope
61,48464245,,I process switching map tiles provider Google MapBox hope I acquire control appearance map MapBox sounds like good option documentation talks able use designer styles Mapbox Studio However I find documentation horrendously confusing perhaps I starting Mapbox I unable figure I go process telling Leaflet Mapbox use certain style Can someone tell needs done At present I making call L tileLayer tileURL {attribution Map data amp copy lt href contributors lt href Imagery © lt href maxZoom id mapbox streets accessToken myAccessToken } addTo hold lmap Where tileURL basic one given MapBox docs,"Using mapbox ""studio"" styles with leaflet", leaflet  mapbox ,52464638,3,Working example tileURL woldemarg login cjmd3mz8i679w2sp69nqb2dgi style id Both get style URL Studio You check everything works correctly,1/26/2018 15:18,https://stackoverflow.com/questions/48464245,Nope
62,48466215,,I need get lngLat coordinates Mapbox map container center map loaded user interaction Tried basis Get coordinates mouse pointer example realize change e point JSON coordinates dynamic mouse cursor XY coordinates static XY coordinates map viewport center outerWidht outerHeight,Get LngLat form XY, mapbox  mapbox-gl ,48939777,0,Mapbox js MapboxGL offer getCenter methods return map view geographic center You use various events moveend update center dynamically,1/26/2018 17:09,https://stackoverflow.com/questions/48466215,Nope
63,48470646,48470732.0,I trying render multiple points using Mapbox displays last one I added feature parameter nothing This render two markers know I getting errors console I stuck find way solve Help This code responsible points map load function { map loadImage images celltower png function error image { error throw error map addImage tower image map addLayer { id points type symbol source { type geojson data { type FeatureCollection features [{ type Feature geometry { type Point coordinates [ 42559803007430 00038270989050] } geometry { type Point coordinates [ 38529272846381 0080397578202] } }] } } layout { icon image tower icon size } } } } Thanks,Mapbox: It renders the last point instead of all, javascript  mapbox  mapbox-gl-js ,48470732,3,You duplicate geometry key Judging fact features array I would guess proper way map load function { map loadImage images celltower png function error image { error throw error map addImage tower image map addLayer { id points type symbol source { type geojson data { type FeatureCollection features [{ type Feature geometry { type Point coordinates [ 42559803007430 00038270989050] } } { type Feature geometry { type Point coordinates [ 38529272846381 0080397578202] } }] } } layout { icon image tower icon size } } } } According GeoJSON specification way specify multiple points E g features [{ type Feature geometry { type MultiPoint coordinates [ [ 42559803007430 00038270989050] [ 38529272846381 0080397578202] ] } }],1/26/2018 22:45,https://stackoverflow.com/questions/48470646,Yup
64,48490237,48549537.0,I using mapbox default drop UI provided SDK iOS I call let navigationViewController NavigationViewController route locationManager navigationLocationManager navigationViewController delegate self present navigationViewController animated true completion nil This presents navigation view controller presented I want somehow print current location user realtime moves along route How I without build custom navigation UI Is possible using drop UI,How to print when location changes realtime with Mapbox, ios  swift  mapbox ,48549537,1,You perform lightweight actions mapView didUpdateUserLocation delegate method including printing user new location,1/28/2018 19:04,https://stackoverflow.com/questions/48490237,Yup
65,48503518,,In iOS app I manually drawn mapped shape polygon added subView mapView From pre existing data points user drop number MGLPointAnnotations onto map These appear I title subtitle add appropriate delegate methods able click How I calculate MGLPointAnnotation contained within borders MGLPolygon MGLShape better,Mapbox - Calculate if MGLPointAnnotation is within an MGLPolygon, ios  mapbox ,48631443,1,Use MGLCoordinateInCoordinateBounds coordinate bounds check given coordinate within MGLPolygon overlayBounds,1/29/2018 14:26,https://stackoverflow.com/questions/48503518,Nope
67,48505292,48510177.0,I working project using big point datasets much several hundred thousand points displayed time rendered animated heatmap browser Pixi JS top Google Maps The points timestamp filtered dynamically client side following time range filter This approach starting show limits terms performance huge CPU bottleneck I looking Mapbox GL JS based solution render points So far I unsuccessful getting smooth animation many points looking different approaches Updating displayed points setFilter map setFilter layer [ [ gt datetime t0] [ lt datetime t1]] Using setPaintProperty GL JS expressions change visual attributes points map setPaintProperty layer circle radius [ case [ lt [ number [ get datetime ]] t] [ gt [ number [ get datetime ]] t] ] Both approaches slow rather acceptable framerate reachable huge lag user interaction visual update Ryan Baumann advises rather update input dataset setData The problem approach realistically applicable big datasets come vector tiles form Even trying big GeoJSON file result slow two first approaches I ready explore kind custom renderer shader could sit vector tiles Mapbox GL JS custom webGL layer types seem development limbo Thanks Erik,Time series/animated heatmaps with big vector tile datasets and Mapbox GL JS, google-maps  leaflet  webgl  mapbox  mapbox-gl-js ,48510177,1,You could look deck gl advertises good results large datasets overlayed mapboxgl maps I direct experience I really say,1/29/2018 16:00,https://stackoverflow.com/questions/48505292,Yup
68,48515944,,Link problem Neither mapbox street layer tile layer show This map mbtiles file served using tileserver php The error refers tile coord js seem property How I resolve,Mapbox-gl-js gives typeerror: 't' is undefined with tiles, mapbox-gl-js  mbtiles ,48538039,0,Seeing vector sources accept data option either need supply tiles array tile urls url url pointing TileJSON file map addSource source { type vector either tiles tiles [ url url } If using tileserver php supports tile urls z x tile jsons See documentation Supported Protocols,1/30/2018 7:20,https://stackoverflow.com/questions/48515944,Nope
70,48518311,48522529.0,There similar SO questions example I recognise looked avail So maybe one lovely people might able rescue budding R enthusiast Example data tab1 data lt data table id c londd c 610245 242566 136315 730095 latdd c 98752 04599 79249 16059 type c A B C D price c 175000 61000 62500 72500 I followed example set much obliged thank And I tried changing map provider MapBox per I saw link upon output map render Please see image code also Code Set ui fluidPage titlePanel Panel sidebarPanel h5 width checkboxGroupInput inputId TypeFlag label h4 Type choices setNames object c A B C D nm c A B C D selected c A B C D position left App mainPanel content styles mainPanel fluidRow leafletOutput outputId map Set server server lt function input output { Build leaflet map map lt leaflet data tab1 data percentage gt percentage addProviderTiles MapBox options providerTileOptions id mapbox light noWrap FALSE accessToken Sys getenv MAPBOX ACCESS TOKEN percentage gt percentage fitBounds ~min londd ~min latdd ~max londd ~max latdd Filter data datFilt lt reactive { MatSearch lt paste0 c xxx input dollar TypeFlag collapse tab1 data[grepl MatSearch type ] } Add markers based selected flags observe { nrow datFilt { print Nothing selected leafletProxy map percentage gt percentage clearMarkerClusters } else { print paste0 Selected unique input dollar InFlags amp input dollar InFlags2 print Something Selected leafletProxy map data datFilt percentage gt percentage clearMarkerClusters percentage gt percentage addCircleMarkers lng ~londd lat ~latdd clusterOptions markerClusterOptions weight color 90EE90 opacity fillColor 228B22 fillOpacity } } output dollar map lt renderLeaflet map } Run app shinyApp ui ui server server It worth noting I replace code inside addProviderTiles DOES work I prefer aesthetic MapBox hope I use Stamen TonerLite options providerTileOptions noWrap TRUE I expect something registering MapBox However I functioning map without registering using example I tried setting map parameters per beginning post work worth try I get result I open browser I popup Lastly checkboxes functional reactive I lie say I know exactly shinyapp leaflet map operate explanation would amazing even educational comment Thanks Simse,r - Shiny leaflet map tiles not appearing, r  shiny  leaflet  mapbox ,48522529,1,Your application working fine I tried two different mapbox tokens working Try accessToken token mapbox account percentage gt percentage,1/30/2018 9:44,https://stackoverflow.com/questions/48518311,Yup
71,48534870,48804568.0,I routes code user choose one wanna see map For example route X route Y Then user seeing route Y tap button see route X Route Y hidden route X shown Now code show route X route Y except different properties FeatureCollection featureCollection BaseFeatureCollection FromJson { type FeatureCollection features + [{ type Feature geometry { type LineString + coordinates [ + stringCoordinates + ]} properties {}}]} GeoJsonSource geoJsonSource new GeoJsonSource route featureCollection mapboxMap AddSource geoJsonSource lineLayerX new LineLayer linelayerred route lineLayerX SetProperties PropertyFactory LineWidth new Java Lang Float 0f PropertyFactory LinePattern routex isShowRouteX { mapboxMap AddLayer lineLayerX } Then I wan hide show another route mapboxMap RemoveLayer lineLayerX mapboxMap AddLayer lineLayerY Code simplified basically I shows route Now first time I add LineLayer would shown immediately map I need zoom But new LineLayer added removing old one changes appear unless map zoomed I trigger redraw Not even panning map direction would make new line appear RemoveLayer executed flawlessly though I even tried mapView Invalidate still work What I add user need zoom see new LayerLine Also I know PropertyFactory Visibility might work better problem yet work especially Property None And sure still topic questions I go,New LineLayer won't appear unless map zoomed in/out, xamarin  mapbox  mapbox-android ,48804568,0,Finally found apparently I lacked line mapboxMap RemoveSource geoJsonSource I put mapboxMap RemoveLayer lineLayerX mapboxMap RemoveSource geoJsonSource mapboxMap AddLayer lineLayerY new line appears without needs zoom,1/31/2018 5:12,https://stackoverflow.com/questions/48534870,Yup
72,48543229,,I going displaying movement several markers along respective paths I array coordinates marker marker1 [[lan1 lon1] [lan2 lon2] [lan3 lon3] [lan4 lon4] ] I managed draw line layer coordinates I need animate marker move along starting position destination I also information time stamp every coordinate recorded I using Mapbox solution react native maps would help well,"Moving a marker along a line, React native, Mapbox or react native maps", react-native  mapbox  mapbox-gl-js  mapbox-gl  react-native-maps ,48544002,1,For animation need roughly two things The marker position along path You already starting destination positions use Turf along line distance step step position The animation With requestAnimationFrame even setTimeout update marker position every x seconds could vary timestamps next position get incrementing distance argument You find full example Mapbox GL JS examples,1/31/2018 13:21,https://stackoverflow.com/questions/48543229,Nope
74,48555583,48578529.0,I built marker Mapbox map looks like user mouse The issue I running document icon separate layer background pin This users upload custom icons When using mouseover mouseleave events create hover popup background pin layer popup flickers user hovers icon layer This user technically leaving background pin layer I know javascript hacks potentially messy I really looking way ignore events mapbox layer Is possible Edit The markers rendered Mapbox layer HTML markers thus drawn using canvas I believe using CSS ignore events possible,How to ignore mouse events on a mapbox layer, javascript  mapbox  mapbox-gl-js ,48578529,1,Instead registering events per layer could register mousemove event without specifying layer use queryRenderedFeatures see cursor either two layers Another approach use technique like create composited image client side one layer,2/1/2018 4:54,https://stackoverflow.com/questions/48555583,Yup
76,48558327,48578446.0,example site Expected Behavior How disable fade fade effect mapboxgl,"How can we disable symbol fade out, fade in effect?", mapbox  fadein  fadeout  mapbox-gl-js ,48578446,1,In addition Steve answer fading due zoom function opacity The fading happens symbols appear able controlled via transition properties either globally per layer See,2/1/2018 8:29,https://stackoverflow.com/questions/48558327,Yup
77,48559667,,The goal drop annotations MGLPointAnnotation map dropped detect within another feature initial testing within instances MGLPolygon I got insight following question That code runs expected moving code mapView didFinishLoadingMap stated answer comment I tried alternate GPS coordinates well like Wembley Stadium The difference scenario using custom GeoJSON data set specific polygons I drawn map created Mapbox Studio Datasets downloaded published Style I bundle app These features load expected mapView So I trying use alternative visibleFeatures styleLayerIdentifiers method instead I returning empty nil result This ViewController currently import UIKit import Mapbox class ViewController UIViewController { IBOutlet weak var mapView MGLMapView points check 3rd inside airport boundaries var locations [CLLocationCoordinate2D latitude 865841 longitude 655929 CLLocationCoordinate2D latitude 866524 longitude 661572 CLLocationCoordinate2D latitude 863542 longitude 672380 ] override func viewDidLoad { super viewDidLoad mapView styleURL MGLStyle satelliteStyleURL LBIA 866524 661572 let coord CLLocationCoordinate2D latitude 866524 longitude 661572 mapView setCenter coord zoomLevel animated true } func addAnnotations { let layerIdentifiers Set [ features ] shot shotLocations { let annotation MGLPointAnnotation annotation coordinate shot mapView addAnnotation annotation let ptTest mapView convert annotation coordinate toPointTo mapView print features mapView visibleFeatures ptTest styleLayerIdentifiers layerIdentifiers print vis features mapView visibleFeatures ptTest } } } extension ViewController MGLMapViewDelegate { func mapView mapView MGLMapView didFinishLoading style MGLStyle { let url URL fileURLWithPath Bundle main path forResource features ofType geojson guard let shape try MGLShape data Data contentsOf url encoding String Encoding utf8 rawValue else { return } let source MGLShapeSource identifier features shape shape options nil let source MGLShapeSource identifier features url url options nil style addSource source print source let layer MGLFillStyleLayer identifier features source source layer sourceLayerIdentifier features layer fillColor MGLStyleValue rawValue green If want show airports layer predicate NSPredicate format feature percentage airport style addLayer layer addAnnotations } func mapView mapView MGLMapView annotationCanShowCallout annotation MGLAnnotation gt Bool { Always allow callouts popup annotations tapped return true } func mapView mapView MGLMapView fillColorForPolygonAnnotation annotation MGLPolygon gt UIColor { return green } } Any help would appreciated,Mapbox visibleFeatures(at: styleLayerIdentifiers:) - No results, ios  mapbox ,48561282,1,Resolved mostly Enough next problem Using published Examples Mapbox site I used content I added UITapGestureRecognizer viewDidLoad I could drop new annotations I tapping screen let gesture UITapGestureRecognizer target self action selector handleTap mapView addGestureRecognizer gesture Added new Obj C function tap handler moved layerIdentifiers variable global scope within class objc func handleTap gesture UITapGestureRecognizer { User tapped location let spot gesture location mapView print spot spot let features mapView visibleFeatures spot styleLayerIdentifiers layerIdentifiers print features features } This worked It displays custom features GeoJSON Dataset file I dropped manually tapped annotations next coded annotations CGPoint location totally different Investigating relates currently visible map iPhone screen returning anything With code I actually set center GPS slightly left always scroll slightly see custom features MGLPolygons initially screen After testing purposes I changed code worked button clicks The first button uses setVisibleCoordinateBounds bounds animated function move visible part map location custom features The second button I drop previous coded annotations contained simple function Now map moved updated loaded annotations check features specified layers,2/1/2018 9:46,https://stackoverflow.com/questions/48559667,Nope
78,48581249,48581250.0,I array markers I want marker specific id I call one animate I add map map addSource markers { type geojson data geojson } map addLayer { id markers type symbol source markers layout { icon image airport text field {title} text font [ Open Sans Semibold Arial Unicode MS Bold ] text offset [ ] text anchor top } } And data geojson filling file function working var geojson { type FeatureCollection features [] } Each marker format var marker { type Feature geometry { type Point coordinates coordinate } properties { title key description } },Mapbox GL - Adding a marker with a specific id, javascript  json  geojson  mapbox-gl-js ,48581250,1,Basically I added GeoJSON data dictionary I called markers {} Then I filled dictionary marker data giving unique id key This spare use two loops order check WHICH marker updated meaning original array updated marker array also makes easier update values complete animation markers original position updated one geojson features Object values markers map getSource markers setData geojson If find another way easily locate objects GeoJSON array please share,2/2/2018 11:00,https://stackoverflow.com/questions/48581249,Yup
79,48583832,,What I Card objects Every card represented map anotations polygon additional elements A whole card looks like This simple uiview mapbox view subviews All I take snapshot card view subviews like extension UIView var snapshot UIImage { UIGraphicsBeginImageContextWithOptions bounds size false UIScreen main scale drawHierarchy self bounds afterScreenUpdates true let image UIGraphicsGetImageFromCurrentImageContext UIGraphicsEndImageContext return image } This fine I simply get inside card view controller load everything tap done save new image card But I need iterate cards refresh images map displayed must screen view hierarchy Is way load somehow mapbox map take screenshot every card I tried view xib map loaded So screenshot without rendered map You know I mean,How to load mapbox without adding it to view hierarchy?, ios  swift  mapbox ,48584068,0,I think use offline sdk,2/2/2018 13:34,https://stackoverflow.com/questions/48583832,Nope
82,48592137,48659810.0,I spatial database thousands polygons distributed across country I want display polygons mapbox leaflet map However simple query retrieves objects database massive load network takes long time finally loads takes much RAM holding geojson object I want solve intelligently querying objects fall within current map viewport To end I modified REST service receive polygon using filter queryset I using Django REST This already working I figure obtain extent current viewport Does mapbox js expose functionality How I solve By way I using mapbox js instead mapboxgl omnivore support I using well known text format I early development stage easier solve another library I open considering,Bounding box in mapbox.js, leaflet  mapbox ,48659810,0,As noticed mapbox js extends Leaflet Therefore able use map getBounds method retrieve extent current viewport Returns geographical bounds visible current map view Typically would listen moveend event perform query Fired center map stops changing e g user stopped dragging map Example var map L map map setView [ ] map moveend function { console log map getBounds toBBoxString } L tileLayer { attribution amp copy lt href contributors } addTo map lt link rel stylesheet href integrity sha512 Rksm5RenBEKSKFjgI3a41vrjkw4EVPlJ3+OiI65vTjIdo9brlAacEuKOiQ5OFh7cOI1bkDwLqdLw3Zg0cRJAAQ crossorigin gt lt script src integrity sha512 IkGU uDhB9u9F8k+2OsA6XXoowIhOuQL1NTgNZHY1nkURnqEGlDZq3GsfmdJdKFe1k1zOc6YU2K7qY+hF9AodA crossorigin gt lt script gt lt div id map style height 200px gt lt div gt,2/2/2018 23:06,https://stackoverflow.com/questions/48592137,Yup
